OPENADMET_INCHIKEY,LOG_CLint_HLM,CLint_HLM,LOG_CLint_RLM,CLint_RLM,LOG_CLint_MLM,CLint_MLM,OPENADMET_CANONICAL_SMILES
AFEZLCYYYAHZRZ-GOSISDBHSA-N,1.2608926683590203,18.23445,,,,,C[C@@H](NC(=O)C1CCNCC1)C1=CC=C(NC2=NC=C3C=C(C4=CC=NC=C4)C=CC3=N2)C=C1
AFHZNYOZSHABDK-CALCHBBNSA-N,0.5453071164658241,3.51,,,,,C[C@@H]1CN(CC2=CC(Cl)=CC=C2OCC(=O)O)C[C@H](C)N1C(=O)CC1=CC=CC=C1
AFILYMFIVVCTKT-UHFFFAOYSA-N,1.2143138974243997,16.38,2.760422483423212,576.0,,,CC(=O)NC1=NC2=CC=C(C3=CN=C(Cl)C(NS(=O)(=O)C4=CC=CC=C4F)=C3)C=C2S1
AFJBIEFMCXULHJ-UHFFFAOYSA-N,0.9712758487381052,9.36,,,,,CCN(C(=O)CC1=CC=C(S(C)(=O)=O)C=C1)C1CCN(CC2=CC=C(C(F)(F)F)C=C2)CC1
AFLFKFHDSCQHOL-IZZDOVSWSA-N,2.0657663876227486,116.35,,,,,CSC1=CC=C(C(=O)/C=C/C2=CC(C)=C(OC(C)(C)C(=O)O)C(C)=C2)C=C1
AFLNMGAGYFICEC-PVAVHDDUSA-N,1.0863598306747482,12.2,,,,,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC1=CC=C(C(F)(F)C(F)(F)F)C=C13
AFLWHRXREOAJGY-UHFFFAOYSA-N,1.3710678622717363,23.5,,,1.920123326290724,83.2,FC1=CC=C(COC2CCN(CC3=CC4=CC=C(Cl)C=C4N3)CC2)C=C1F
AFLXGCSFGBPSCS-UHFFFAOYSA-N,0.8016094880273188,6.333,,,,,C1=CN2C=C(C3=CC=C4C=CNC4=N3)N=C(NC3=CC=C(N4CCN(C5COC5)CC4)C=C3)C2=N1
AFNDEYWFNPXTKJ-UHFFFAOYSA-N,1.9712758487381052,93.6,2.2095150145426308,162.0,,,COC1=CC2=NC=CC(OC3=CC=C4C(C(=O)NC5=CC=CC=N5)=CC=CC4=C3)=C2C=C1OC
AFNJCMOFGZACSP-JLTOFOAXSA-N,1.9432471251378618,87.75,,,,,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC1CCN(C3=CC=C(C(F)(F)F)C=N3)CC1)C(=O)C2
AFQDPNHISVHDMI-UHFFFAOYSA-N,0.9132839017604184,8.19,,,,,COC1=CC=C(C2=CC(C3=CC=C(S(C)(=O)=O)C(F)=C3)=CN=C2N)C=N1
AFTBNZZMNUUEFO-UHFFFAOYSA-N,1.3469394626989906,22.23,1.7737864449811935,59.4,1.706675118700799,50.895,CC1=CC(NC2=NC3=NNC(C)=C3C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(C)CC1
AFTLTCTXIJHBOV-RZLWBAEQSA-N,1.8942606644469882,78.39,,,,,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=CC(CCCCOC2=CC=C(CCNC[C@H](O)C3=CC=C(O)C(NS(C)(=O)=O)=C3)C=C2)=CC=C1O)C(C)C
AFTNBFPWLCGBFC-KRWDZBQOSA-N,1.1760912590556813,15.0,1.6434526764861874,44.0,1.9030899869919435,80.0,CCNC(=O)NC1=CC=C(C2=NC3=C(CN(C4=CN=CC=N4)CC3)C(N3CCOC[C@@H]3C)=N2)C=C1
AFUWQWYPPZFWCO-LBPRGKRZSA-N,1.4483971034577676,28.08,,,,,O=C(N[C@H]1CN2CCC1CC2)C1=CNC2=C(SC=C2)C1=O
AFVIDVQGTCQHKW-UHFFFAOYSA-N,0.48315920971697957,3.042,,,1.1725153630107723,14.877,O=C(NC1=CC=CC=C1)NC1=CC=CC(NC2=NC=CC(NC3=CC=C4C=CNC4=C3)=N2)=C1
AFYRNYAGKRMMCW-UHFFFAOYSA-N,-1.2786016244784948,0.052649999999999995,-1.0287241512618948,0.09359999999999999,-0.23700651821108046,0.5794199999999999,O=C1C(C2=CC=CC=C2)=CC(C2=CC=CC=C2)=CN1C1=CC=CC=C1
AFZMZLHHVUIZBS-INIZCTEOSA-N,,,,,2.4188065690947886,262.305,CC1=C(NC2=NC3=C(CCC[C@@H]3O)S2)C=C(Cl)C=C1OC1CCN(C(=O)CC(C(F)(F)F)C(F)(F)F)CC1
AFZMZLHHVUIZBS-MRXNPFEDSA-N,,,,,2.2648296243296797,184.005,CC1=C(NC2=NC3=C(CCC[C@H]3O)S2)C=C(Cl)C=C1OC1CCN(C(=O)CC(C(F)(F)F)C(F)(F)F)CC1
AFZMZLHHVUIZBS-UHFFFAOYSA-N,,,,,2.3561597599568995,227.07,CC1=C(NC2=NC3=C(CCCC3O)S2)C=C(Cl)C=C1OC1CCN(C(=O)CC(C(F)(F)F)C(F)(F)F)CC1
AGALOAUNWHQPCE-UXCKKACVSA-N,0.9030899869919435,8.0,,,1.0791812460476249,12.0,CC(C)NC(=O)[C@H]1CN(C)C[C@@H]1C1=CC=C(/C=C/C(=O)NC2=CC=CC=C2N)C=C1
AGASIYCHLOAQQU-UHFFFAOYSA-N,,,,,0.6719130124415871,4.698,C1=CN=CC(C2=CC(N3CCC(N4CCOCC4)CC3)=NC(C3=CC=NC=C3)=N2)=C1
AGDHPELEOMIEHI-UHFFFAOYSA-N,,,,,0.291701770729981,1.9575,O=C(NC1=CN=CC(C2=CN3C=C(N4CCOCC4)C=NC3=N2)=N1)N1CCCC1
AGDPLLBDGSNYIY-UHFFFAOYSA-N,1.390405156480081,24.57,1.8987251815894934,79.2,2.333094455888206,215.325,O=C(NC1=CN(CC2=CC=C(C(F)(F)F)C=C2C(F)(F)F)N=C1)C1=NOC(C2=CC=CC=N2)=C1
AGEPEUMGWKSZKI-UHFFFAOYSA-N,,,1.967079734144497,92.7,,,FC1=CC=CC(C2=C(F)C=CC=C2N2CCN(CCCC3=CNC4=CC=C(F)C=C34)CC2)=C1
AGGFXGBQARTACI-UHFFFAOYSA-N,2.3037143086537104,201.24,,,3.2554895980755365,1800.9,CC1=CN=C(NC(=O)CCCOC2=CC=CC(C#N)=C2)S1
AGHANLSBXUWXTB-UHFFFAOYSA-N,1.9819997141298784,95.94,,,,,O=C(O)COC1=CC=C(C(=O)C2=CC=CS2)C(Cl)=C1Cl
AGHYWROLEMGBLK-UHFFFAOYSA-N,-0.32975414692587596,0.468,0.026124516745450282,1.062,0.27397300376954936,1.8791999999999998,FC1=CC=C(C2=C(C3=CC=NC(NC4=CC=C(N5CCNCC5)C=C4)=N3)SC(N3CCOCC3)=N2)C=C1
AGKFRSBXJJPUFG-UHFFFAOYSA-N,2.5971025620238164,395.46,2.7055216134226674,507.6,,,NC1=NC=CC(N2C=CC3=CC=CN=C32)=N1
AGKOQYNRJKKDHE-LBPRGKRZSA-N,0.06818586174616162,1.17,0.25527250510330607,1.8,,,COC1=C(S(C)(=O)=O)C=CC(O[C@@H](C)C(F)(F)F)=C1C(=O)N1CC2=CN(C3=CC=C(F)C=N3)N=C2C1
AGKSAEJJQWDEES-UHFFFAOYSA-N,2.0530784434834195,113.0,,,,,CC1=CC(C)=CC(CC(=O)NC2=CC(N3N=C(C)C=C3C)=NC(C3=CC=CC=N3)=N2)=C1
AGKSBUUVFDTATQ-UHFFFAOYSA-N,-1.3187587626244128,0.048,,,-1.3979400086720375,0.04,CC1=CC=C(N2CCN(C)CC2)C2=C1CCN(C(=O)N1CCC(OC3=CC=C(OC(F)(F)F)C=C3)CC1)C2
AGMGRCAUAZCHPG-UHFFFAOYSA-N,1.0,10.0,,,2.12985095078891,134.85,CC1=CC(C2=CN=C3C=C(C4=CC=C(N5CCNCC5)C=C4)C=CN23)=C2C=C(F)C=CC2=N1
AGMOFKKOVMRGAK-UHFFFAOYSA-N,1.404833716619938,25.4,1.6304278750250238,42.7,,,CC1(C)C(=O)N(C(=O)NCC2CCN(CC3(O)CCOCC3)CC2)C2=CC(F)=CC=C21
AGMZWJCXRAGFQR-UHFFFAOYSA-N,1.0224283711854865,10.53,,,,,C1=CC=C(CN2CCN(CC3=NC(C4=CC=CC=C4)=NO3)CC2)C=C1
AGNDCABXSVNYAY-UHFFFAOYSA-N,,,0.414973347970818,2.6,,,O=C(O)C1=CN=CC(C2=C(C3=CC(Cl)=CC=C3OCC3=CC=C(F)C=C3F)CCC2)=N1
AGOGGKXFKNFMIO-UHFFFAOYSA-N,1.1821292140529984,15.21,,,,,CCN1C=NC2=C(C3=CC=C(F)C(C4=CC=C(C(=O)N(C)C)C=C4)=C3)C=NN=C21
AGPCPYSTRMOJMO-UHFFFAOYSA-N,1.7213983755215052,52.65,2.7008767083769034,502.2,,,CC1=C(COC2=CC=C3CN(C(=O)N4CCCC4)CCC3=N2)C(C2=CC=C(F)C=C2)=NO1
AGQBOOOPRJWZOQ-UHFFFAOYSA-N,1.7924617313469506,62.01,1.255272505103306,18.0,,,O=C(NCC1=CC=C(OC(F)(F)F)C=C1)C1=C2C=CC=CC2=C(O)N1CCC1=NC=C(F)C=N1
AGQXPXHSCNVRHV-UHFFFAOYSA-N,,,,,2.6704629460463543,468.234,O=C(C1=C(O)C=C(O)C=C1NC1=CC(C2=CC=CC(F)=C2F)=NN1C1CCCCC1)N1CC2=CC=CC=C2C1
AGRUVZOPOWHVQX-JTQLQIEISA-N,,,-0.045757490560675115,0.9,,,CN1C[C@@H](C(=O)NCC2=CC=CC(Cl)=C2Cl)N(C)C1=O
AGRVPCMMHQFJTH-UHFFFAOYSA-N,2.263233538439489,183.33,,,2.4771212547196626,300.0,CN1C=C2C3=CC(CS(C)(=O)=O)=CC=C3N(CC3CC3)CC3=CNC(=C32)C1=O
AGSVRIDFANOTDH-UHFFFAOYSA-N,1.6479694583629718,44.46,,,3.620488971084516,4173.39,CC(C)CSC1=NN=CC(C2=CN=NC(SCC(C)C)=N2)=N1
AGULWCWMDMKUSF-UHFFFAOYSA-N,1.0,10.0,1.7781512503836436,60.0,2.011993114659257,102.8,NC1=CC=C(OC2=CC=C(S(=O)(=O)CC3CS3)C=C2)C=C1
AGVFDFBUWYREPQ-YHEJKZAPSA-N,,,,,1.3222192947339193,21.0,CN1C(=O)[C@]2(N=C1N)C1=CC(C3=CC=CC(OC(F)F)=C3)=C(F)C=C1O[C@H]1CCOC[C@@H]12
AGWWXSQXUZZVCL-OKILXGFUSA-N,0.24427712080184286,1.755,,,,,CCOC1=NC(NC2=CC=C(C(=O)N3C[C@@H](C)O[C@@H](C)C3)C=C2OC)=NC2=C1C=CN2
AGYLNZJSYZFVFY-ZFCZOSEKSA-N,,,,,2.4083095147182294,256.04100000000005,C[C@H](NC(=O)[C@@H]1CCCN1C)C1=CC=C(NC(=O)[C@H]2C[C@@H]2C2=CC=CN=C2)C=C1
AHAJYBOHYHQINR-QUMGSSFMSA-N,1.7309436934277358,53.82,,,,,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](N1C(C)=NC3=C1CN(C(C)C)CC3)C2)C1=CC=CC=C1
AHGMMDGLVYRHKC-MOPGFXCFSA-N,0.5440680443502757,3.5,,,1.3053513694466237,20.2,CC[C@H]1C2=CC(Cl)=CC=C2C(=O)N1C1=CN=CC2=C1CCC[C@H]2NC(C)=O
AHGMMDGLVYRHKC-RTBURBONSA-N,0.5440680443502757,3.5,,,1.3053513694466237,20.2,CC[C@@H]1C2=CC(Cl)=CC=C2C(=O)N1C1=CN=CC2=C1CCC[C@H]2NC(C)=O
AHJLSKISZFWOIP-UHFFFAOYSA-N,1.4571746468708757,28.653299999999998,,,,,CC1=NC2=C(C3=CC=C(F)C=C3)C=NN2C(NC(C)C2=CC=CC=N2)=C1C
AHKFOKQHOGUFFK-HXUWFJFHSA-N,2.4902665926910372,309.21930000000003,,,3.007086639736829,1016.45145,COC1=CC=C(CC(=O)N=C(N)N[C@H](CC2=CC=CS2)C(=O)NC2=CC(S(N)(=O)=O)=CC=C2C)C=C1OC
AHMISODBMDDBSB-HOCLYGCPSA-N,3.9132839017604186,8190.0,,,,,N[C@H]1CN(C2=CC(C3=CC(F)=C(F)C=C3F)=NC=N2)C[C@@H]1N1CCCC1=O
AHNCPMUENNAKMN-AREMUKBSSA-N,2.0791812460476247,120.0,,,,,O=C(C=C1CCN(C(=O)C2=CC=C(O)C=C2)CC1)N[C@@H]1CCN(CC2=CC=C3C=C(F)C=CC3=C2)C1
AHOBELSMFRHSQC-UHFFFAOYSA-N,,,2.167317334748176,147.0,,,CNC(=O)C1=CC=C(C2=C(C)N=C3C(OCC4=CC=C(C5=CC=C(F)C=C5)C=C4)=CC=CN23)C=N1
AHPYZYXYONXLQJ-UHFFFAOYSA-N,,,,,1.1242106834362173,13.311,COC1=CC(NC(=O)C2=C(N)N(CC3=CC=C(CN4CCOCC4)C=C3)N=N2)=NC(OC)=N1
AHQIVJMZARILIG-UHFFFAOYSA-N,1.688217756872459,48.7773,,,,,CC(=O)N1N=C(C2=CC=C(Br)C=C2)CC1C1=CC=C(C)C=C1
AHTURLVFIJHCLS-UHFFFAOYSA-N,1.7016543173257481,50.31,,,,,CC1=CC=C(C(NC(=O)C2=CC=CC=C2O)C(=O)NC2=C(C)C=CC=C2C)S1
AHWDTLQVUKDWIQ-OQLLNIDSSA-N,,,,,1.9351544472161684,86.13,C=C1N/C(=C/C2=C(C)N(C3=CC=CC=C3C(F)(F)F)C(C)=C2)C(O)=C1C(=O)O
AHXXBKJYVHGSMP-UHFFFAOYSA-N,,,1.4014005407815442,25.2,,,CN1C=C(C(=O)NC2=CC=C(C3=CC=CC=C3)C(C(F)(F)F)=N2)C(=O)C2=CC=CC=C21
AHYCTVUVTZKPOE-UHFFFAOYSA-N,0.724275869600789,5.3,,,,,N#CC1=C(C2=CC=C(Cl)C=C2)NC(SCC(=O)NC2=CC=C(S(N)(=O)=O)C=C2)=NC1=O
AHZBXSSTBLMSKB-UHFFFAOYSA-N,2.0175758683910745,104.13,,,,,CCOC(=O)N1CCC2(CC1)OC21C2=CC=C(Cl)C=C2CCC2=CC=CN=C21
AHZCDPGRDIUCAT-UHFFFAOYSA-N,0.9712758487381052,9.36,,,3.130550861467236,1350.675,O/N=C(\NC1=CC=CC=C1)C1=CC=CC=C1C1=CC=CC=C1
AIAGZIFHIUIDFP-UHFFFAOYSA-N,-1.6020599913279623,0.025,,,,,CN1CCC(N2C=C(NC3=NC(NC4(C)CC4)=C4C(=O)N(C)C=CC4=N3)C=N2)CC1
AIBBQHCKTYBAIQ-UHFFFAOYSA-N,,,,,0.7688230254496434,5.8725,CNC(=O)C1=C(C2=CC=C(O)C=C2)OC2=CC=C(O)C(CN3CCCC3)=C12
AIBJZSMLYKTKIK-UHFFFAOYSA-N,0.9132839017604184,8.19,,,,,CNCC1=CN=C(C)C=C1OC1=CC=CC=C1OC1=CC=CC=C1
AIBUAENDRJZVDK-UHFFFAOYSA-N,2.6691587574329096,466.83,2.8562454007900544,718.2,,,COC1=CC=C(S(=O)(=O)N(C)C2=NC=CC(C3=CC=C4N=C(NC(C)=O)SC4=C3)=N2)C=C1
AICMEPHIKCWYDQ-GASCZTMLSA-N,0.9712758487381052,9.36,,,,,COC1=CC=C(C2=CC3=C(C)N=C(N)N=C3N([C@H]3CC[C@@H](OCC(N)=O)CC3)C2=O)C=N1
AICMEPHIKCWYDQ-SHTZXODSSA-N,0.9712758487381052,9.36,,,,,COC1=CC=C(C2=CC3=C(C)N=C(N)N=C3N([C@H]3CC[C@H](OCC(N)=O)CC3)C2=O)C=N1
AICSYLICMPMSRW-UHFFFAOYSA-N,1.5106656308106101,32.409,,,,,FC(F)(F)C1=CC=C(N(C2=CC=CN=C2)C2CCN(C(C3=CC=CC=C3)C(F)(F)F)CC2)C=C1
AIEWAAHPNYUQMQ-UHFFFAOYSA-N,,,,,0.291701770729981,1.9575,O=C(NC1=CC=C(F)C(C2=NN3C=C(N4CCOCC4)C=NC3=N2)=C1)N1CCCC1
AIFNNQKPDNXNTJ-MHZLTWQESA-N,0.9542425094393249,9.0,1.4313637641589874,27.0,,,CC1=C(C2=CC=C(F)C=C2)[C@H](C2=CC=C(OCCN3CC(CF)C3)C=C2)OC2=C(O)C=CC=C12
AIFRHYZBTHREPW-UHFFFAOYSA-N,2.0175758683910745,104.13,,,,,C1=CC=C2C(=C1)NC1=CN=CC=C12
AIGDUCLULMVRKA-UHFFFAOYSA-N,1.9819997141298784,95.94,1.255272505103306,18.0,,,CC(CC1=CC=CC=N1)N1C(O)=C2C=CC=CC2=C1C(=O)NCC1=CC=C(OC(F)(F)F)C=C1
AIGFDRHMPBDTIP-UYRXBGFRSA-N,1.1846914308175989,15.3,,,1.9375178920173466,86.6,CN1CCN(C(=O)C2=CC=C(/C=C3\SC(=S)N(C4=CC=CC(C(F)(F)F)=C4)C3=O)C=C2)CC1
AIGSBZFJFSQVPD-UHFFFAOYSA-N,1.2986347831244356,19.89,,,,,CC(C)(C)CCC1(C(=O)C2=CC(Cl)=C(Cl)S2)CCNC1
AIIJTSQACVTWQL-UHFFFAOYSA-N,1.4106085425683679,25.74,,,2.3409197934001624,219.24,N#CC1=CN=C(NC(=O)CCCOC2=CC=CC(C(F)(F)F)=C2)S1
AIJFMSUYFOANCM-CBLPJQPBSA-N,,,,,0.21484384804769785,1.64,CO[C@@H]1O[C@H](CNC(=O)C2=CC=C(S(N)(=O)=O)C=C2)[C@@H](O)[C@H](O)[C@H]1N
AIKDJELJHUPYNG-UHFFFAOYSA-N,0.49899936358015307,3.155,1.1142772965615861,13.01,1.1304945885234696,13.505,O=C(O)CNC(=O)C1=NC=C(C#CCOC2=CC=C(Cl)C=C2)C=C1O
AILFXWXHESIMPD-GFCCVEGCSA-N,,,,,2.0492180226701815,112.0,COC1=CC=CC([C@@H](C)NC(=O)C2=CC=C(C3=CC=NC(F)=C3)N=N2)=C1
AILRADAXUVEEIR-UHFFFAOYSA-N,0.5595475555804343,3.627,,,,,COC1=CC(N2CCC(N3CCN(C)CC3)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1
AIMRQTXCPBQWFD-FYQWWBFWSA-N,2.0594119374386564,114.66,,,,,C[C@@](C(=O)O[C@H]1C[N+]2(CCC3=CC4CCOC4C=C3)CCC1CC2)(C1=CC=CC=C1)N1CCCCC1
AIMYRLXVAOYQLA-UHFFFAOYSA-N,1.6363875858131567,43.29,,,,,CCOC1=CC=C2OC(C(=O)NC(CCSC)C3=NC4=CC=CC=C4N3)=C(C)C2=C1
AIPWHVDDZUPBMQ-UHFFFAOYSA-N,0.9132839017604184,8.19,,,,,N#CC1=CC=C(CN2N=C3CCNCCC3=CC2=O)C=C1
AIQVVTYFNCZUGZ-UHFFFAOYSA-N,0.9132839017604184,8.19,,,,,COC1=CC=C(C2=CC(C3=CC=C(C(=O)N4CCOCC4)C=C3)=CN=C2N)C=N1
AISFDGSJTOZJQL-PXFYCIBDSA-N,0.7403626894942439,5.5,,,,,CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@H]1[C@@H]2C[C@@H](N3C=NC4=CC(F)=CC(F)=C43)C[C@@H]21
AISMIGRIJQYZHW-NXTZNFLJSA-N,1.7853298350107671,61.0,2.0293837776852097,107.0,,,C[C@H]1C[C@@H](C2=CC=NC=C2NC(=O)C2=CC=C(F)C(C3=C(F)C=CC=C3F)=N2)C[C@@H](O)[C@@H]1O
AITZPAZXUJQGAT-QAQDUYKDSA-N,1.9138138523837167,82.0,,,,,CC1=NOC(CC[C@H]2CC[C@H](C3=CC=C(N4CCOC5=NC=NC(N)=C5C4=O)C=C3)CC2)=N1
AIURXVGBLMZIOF-UHFFFAOYSA-N,1.9712758487381052,93.6,,,,,CC(C)(C)C(=O)N1CCC(CN2CCC(NC(=O)NC3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)CC2)CC1
AIVCWYGKRZLJEP-UHFFFAOYSA-N,1.4788549675286629,30.119999999999997,,,2.692979037459632,493.15,O=C(CCC1=NC2=CC(Cl)=CN=C2N1)NC1=CC=CC=C1
AIWAPOROUVENTO-MSOLQXFVSA-N,,,0.3692158574101428,2.34,,,CN1[C@@H](C2=CC=C(OCC3=CC=CC=C3F)C=C2)CC[C@H]1C(N)=O
AIYCRHJZMXDRDI-UHFFFAOYSA-N,1.2143138974243997,16.38,1.4014005407815442,25.2,,,CC(=O)NC1=NC2=CC=C(C3=CN=C(Cl)C(NS(=O)(=O)C4=CC=C(C(F)(F)F)C=C4)=C3)C=C2S1
AIYGFUWNGMGUCQ-UHFFFAOYSA-N,2.244277120801843,175.5,,,,,O=C1N=C(NCC2=CC=CC=C2)SN1CC1=CC=CC=C1
AIZTVOWXOCSIQZ-UHFFFAOYSA-N,1.1473671077937864,14.04,,,2.818041048119825,657.72,O/N=C(/NC1CCCCC1)C1=CC=CC2=CC=CC=C12
AJAIIHXDXVNPCD-UHFFFAOYSA-N,0.9712758487381052,9.36,,,,,O=C(NCCO)C1=NN(C2=CC=CC=C2)C(NC(=O)C2=CC(C3=CC=CC=N3)=C(C(F)(F)F)C=C2Cl)=C1
AJAJWYFGMGQXPX-UHFFFAOYSA-N,1.4106085425683679,25.74,,,,,CC(C)N1C=C(C(=O)C2=CN=CC(NC(=O)CC3=CC=C(C#N)C=C3)=C2)C2=C(N)N=CN=C21
AJAZAZULCQZVTJ-UHFFFAOYSA-N,0.670245853074124,4.68,1.4593924877592308,28.8,,,CCCC1=NC(C)=C2C(C)=NC3=C(N=CS3)N12
AJDBFLVHURZULN-UHFFFAOYSA-N,0.9132839017604184,8.19,,,,,CN1C(CCC2=CC=CC(Cl)=C2)=NC(N2CCNCC2)=CC1=O
AJGOXHBGWDCFOT-UHFFFAOYSA-N,1.816373888752362,65.52,,,2.2739730037695494,187.92,COC1=CN=CC(C2=CC=CC(C3=CN4C=CC(OC)=C(C(N)=O)C4=N3)=C2)=C1
AJHZEYSQHXGBRL-UHFFFAOYSA-N,2.1920375027132475,155.61,,,1.7100030620497264,51.2865,FC(F)(F)OC1=CC=CC(NC2=NC(NC3=CC=CC=C3)=NC=C2Cl)=C1
AJJCUPNXKDDEQO-UHFFFAOYSA-N,4.346939462698991,22230.0,,,,,O=C(C1=CN=C(NC2(C3=CN=CC=N3)CCC2)N=C1)N1CC2(CCOCC2)C1
AJKHEQUQNWCJNL-UHFFFAOYSA-N,0.1821292140529984,1.521,,,,,COCCN1CCN(C2=CC=C(OCC3=CC=CC=C3)C(C(=O)NC3=CC=NN=C3)=C2)CC1
AJKIUJAKGPSKCA-NPHQGNLKSA-N,2.15454569242091,142.74,,,,,COC(=O)N[C@H](C(=O)NN(CCC[C@@]1(CC2=CC=CC=C2)C(=O)N([C@H]2C3=CC=CC=C3C[C@H]2O)C[C@H]1O)CC1=CC=C(C2=CC=CN=C2)C=C1)C(C)(C)C
AJMKOVJJAWYBRG-UHFFFAOYSA-N,2.5394775728051,346.32,,,,,COC1=CC=C(S(C)(=O)=O)C=C1S(=O)(=O)N(CC1=CC=C(F)C=C1)CC1=CC=C(F)C=C1
AJNJARPEJYGMNO-UHFFFAOYSA-N,,,,,2.912046602271791,816.67,CCOC1=CC2=C(C=C1Cl)N=C(CC1=NN(CC(=O)N3CCOCC3)C(=O)C3=CC=CC=C13)N2
AJNRTFNIQNDYTE-UHFFFAOYSA-N,4.244277120801843,17550.0,,,,,CC(C)(NC1=NC=C(C(=O)N2CCC3(CCOCC3)C2)C=N1)C1=CN=CN=C1
AJNXRYLTABACFI-APPDUMDISA-N,,,1.8211203237768236,66.23999999999998,,,C[C@@H]1OCC2(CCN(C3=NC4=C(C(C5=CC=CC(Cl)=C5Cl)=NN4)C(=O)N3C)CC2)[C@@H]1N
AJOBHHVHXXFRPQ-UHFFFAOYSA-N,,,,,0.5469742758332871,3.5235,NC(=O)C1=C(OCCN2CCOCC2)C=C(N2CCOCC2)S1
AJOOJNSIVXELDW-UHFFFAOYSA-N,1.0224283711854865,10.53,,,,,CCN(CC)S(=O)(=O)C1=CC=C(C2=CC(C(F)(F)F)=CC=C2OCC(=O)O)C=C1
AJPGJXQUOQMWSL-CQSZACIVSA-N,1.4313637641589874,27.0,,,,,CC1=C([C@@H](C)NC2=NN=C(C)C3=CN=C(N4CCNCC4)C=C23)C=CC=C1C(F)(F)F
AJPKXMJSUPWNPX-CQSZACIVSA-N,,,,,2.424881636631067,266.0,COC1=CC=CC([C@@H](C)NC(=O)C2=CC=C(C3=CC=NC=C3)N=C2)=C1
AJPLAFYBSJYISV-UHFFFAOYSA-N,1.6122539060964374,40.95,,,,,CC1=NN(C2=CC=CC=C2)C(NC(=O)C2=CC=C(Cl)C=C2Cl)=C1
AJRBNFYXHNKFTP-UHFFFAOYSA-N,1.1095785469043866,12.87,1.510545010206612,32.4,,,O=C1NC(COCCC2=CC=C(F)C=C2)=NC2=NC=CC=C12
AJRRMDUYCUTQSU-UHFFFAOYSA-N,2.3010299956639813,200.0,,,,,COC(=O)C1=CC=C(C2=CC=C(OC)C3=NC(C4CC4)=NN23)C=C1
AJTCIXWDCVQABY-SANMLTNESA-N,2.8239109124112995,666.67,,,3.085172799583078,1216.67,CNC(=O)[C@@H]1CCCN1S(=O)(=O)C1=CC=C(Cl)C(COC2=CC=CC3=C(OCC4=CC=CC=C4)C=C(C(C)C)N=C23)=C1Cl
AJUFRGDVXUPOOW-UHFFFAOYSA-N,0.06818586174616162,1.17,2.100370545117563,126.0,,,CC(C)N1CCC(OC2=CC=C3C(=C2)C=C2C(=O)NCCN23)CC1
AJVKQKBRGKNUCM-UHFFFAOYSA-N,2.545307116465824,351.0,,,,,COC1=CC=C(C2=NN=C(C(=O)N3CC(OC4=CC=C(COCC5(C)COC5)C=C4)C3)O2)C=C1
AKAQZLFYNGRABJ-XMMPIXPASA-N,1.9374175814771377,86.58,,,3.3401435742803853,2188.485,O=C(NCC1=CC=CC=C1)[C@@H](C1=CC=CC=C1)N1CCN(C(=O)C2=CC(F)=CC=C2Cl)CC1
AKBRLFXEFQHICT-UHFFFAOYSA-N,,,1.5976951859255124,39.6,,,CN1CCC2=CC3=C(C=C2CC1)N(S(=O)(=O)C1=CC=CC(Cl)=C1)C=C3
AKEGKJWULBRQSD-HWDGFJGFSA-N,2.1509712320626115,141.57,2.5153438930883807,327.6,,,CC1=CC=CC(C)=C1C(=O)N[C@H](C1=CC=CC=C1)C12CCC(CC1)CN2C
AKEOVDDAHTWBGN-UHFFFAOYSA-N,2.6691587574329096,466.83,2.8562454007900544,718.2,,,CC1=C(C)N(CC2=CC=CC=C2)C2=NC=NC(OC3CCN(CC4=CSC=N4)CC3)=C12
AKFDATPUGCDDEH-UHFFFAOYSA-N,-0.5086383061657274,0.31,-0.431798275933005,0.37,,,COC1=NC=C(N2CCOCC2)C=C1S(=O)(=O)NC1=CC=NC(C2=CC=C(CN3CCN(C(C)(C)C)CC3)C=C2F)=C1
AKGAYMDCLUSCDA-QLYZNEQGSA-N,2.1787755720454105,150.93,,,,,C[C@H](CC1=CC=CC(CC(=O)NC23CC4CC(CC(C4)C2)C3)=C1)NC[C@H](O)C1=CC=C(O)C(CO)=C1
AKGCSSSQGMHLQE-HNNXBMFYSA-N,0.5453071164658241,3.51,,,,,C[C@H]1CN(CC2=CC(Cl)=CC=C2OCC(=O)O)CCN1C(=O)CC1=CC=CC(Cl)=C1
AKHNSDCQWFJNJI-LSDHHAIUSA-N,1.8675264111997434,73.71,,,,,CC(=O)N[C@@H]1CCC[C@H](C(=O)NC2=CC(C3=CN=C4CC(C)(C)CN34)=C(Cl)C=N2)C1
